label,x_m,y_m
1,2.6364149795773804,7.672651842837814
0,8.996306983143915,1.4025326302544308
3,1.414172750888092,7.259543726698913
4,5.897005216685924,7.275090152725571
4,0.6090756702180311,7.724611375233971
0,0.7055535590298012,1.3800910220726568
1,1.2048309468084362,7.270314419495306
3,9.764812040099978,2.4790790296664253
0,6.787662914021631,5.493646475348186
4,9.570355383578534,2.726984108086487
1,6.55192173174879,1.1037969646059453
1,1.1131275902995785,4.88235689266744
4,5.135242139255136,4.37413280993142
0,9.095190008628238,7.469089223469653
1,7.258108957459553,6.906929331986345
1,7.481321088834841,1.7685193240129813
2,7.345446041737304,6.863400409175391
0,1.0034873692291746,4.923493465543346
0,1.9058220093746536,1.7780522887790697
1,2.942754684101173,3.05795475581015
4,5.882592732255708,6.562901675402182
4,6.930720689438247,0.8402057596522896
0,8.526532484480185,0.36938223875766507
1,0.12250687684437156,7.612046413747237
4,1.8719563145690854,3.4885417659697167
3,9.022716222408512,1.6607385524182003
0,4.795108226506991,4.825517367796593
1,1.3735726531566805,1.5013257100210096
2,9.91724457374451,2.9631730139439636
4,9.744810276637889,7.747420862644731
2,4.504599919738697,1.2018459150303924
2,7.624948545410099,5.012252452006495
2,4.586318047234479,0.9945744762924891
1,1.6327690709703158,0.3479925948468887
1,3.710858534804562,3.189768117110815
3,8.08303791252315,0.6362441081379053
3,1.2521542227114046,1.230453466255005
4,2.7065662751480355,0.44053687861515023
3,0.9484573315424671,5.82945348220202
2,9.944294169002047,7.759814601874863
1,8.61853202470688,5.906141882244417
0,6.557569810575351,6.684620869380685
3,2.27482997901169,7.131979959250841
3,2.6361725916959067,4.722825293616984
4,6.703731118438583,4.583238409859803
3,0.6201265956784074,6.704664732329664
0,5.974636131573917,3.777230942250176
3,5.2362587279709105,3.4587843142357393
0,5.30777347085234,7.767213040199054
2,9.411745487889347,7.206508208458591
2,7.090619143875846,4.6016167529969145
1,7.2034896884722635,5.343683540353656
3,5.929944813820272,6.813158447363666
1,1.7621089374317378,3.411937150764232
2,1.9031536396166482,0.5752366878658162
1,0.9170655127982652,5.123884491889357
1,4.558784010029471,1.0636450802737087
0,9.929567307910949,7.582676033649868
0,7.175582203735478,7.429895795280555
0,6.957868505316851,1.8766734518175703
1,9.089246411203053,4.143346375356546
0,1.971394285896706,6.284928783131753
2,3.431509659549832,5.953136930518086
2,8.8873478209522,2.082287661948511
1,8.713765728922127,2.592439387989149
1,6.6482941308102035,7.779502711654848
0,0.2987468770281665,5.674500768622449
4,3.539135603917444,6.369459793686548
3,1.8356164104377726,0.8874900456221546
3,1.999969955826404,7.189787792596458
1,7.465708333915783,2.8572356517086135
1,8.352190852951622,4.92375030284496
0,8.755626507081542,1.7464188047495321
1,7.737829390012721,5.059141782450862
0,1.025183278639099,7.901626053594441
0,3.608460825729015,0.7276265089046792
1,1.8510579344838285,0.06579506809799351
1,7.884045627754151,4.831091529196169
3,7.917389253290905,3.7176530644714747
3,2.6089846979537876,2.749961488356716
4,5.921140301556418,4.649021796942447
3,8.739567398208642,4.2213411820875635
1,4.380063833898804,1.396705594911377
4,5.949463994294315,1.3529370116548884
3,8.720978795929648,0.824197323070436
4,5.440294993008826,3.9977646033685312
2,7.610261591346832,0.9238038338780505
4,1.4387274030512343,7.399427456018061
0,5.608742929691686,7.857639963411809
4,0.5649009521623949,2.5178098753757876
1,2.069340630133949,2.9476605754297918
3,0.9331704678968678,2.855314295083618
3,8.169159483273488,6.612356870160614
4,6.87420208214895,6.881962411317523
0,7.514169474566817,7.064034526646233
2,4.75414400789443,5.815337208311922
3,6.216812188886225,1.289993468369433
4,8.047654418902827,5.5969697449270095
2,2.644298785828739,0.041993419756470196
2,7.069811793890549,3.345544623684127
3,5.3359337184235525,2.629073259439094
1,7.456816184190438,0.9761356500368237
2,0.9832679190706284,2.426325116326251
4,0.4497106256823935,0.7435603773978379
4,6.466864995544465,0.05957556226410521
4,4.288992108663031,1.7604512389477787
2,7.970532293427352,0.14685187031003188
1,6.559754513269106,0.9815180488852162
0,3.8528809403612807,2.9708949506940323
0,9.026533460601305,7.32891199330403
0,4.815799342579885,3.42234416632152
1,4.01485674735755,1.518825653877193
3,9.753115288193086,0.3048428307340476
4,6.451151178809288,0.5675709425670599
2,5.489611799764914,5.718192474524128
2,5.154175925890351,6.050361848138529
4,0.7856556898246969,3.0905496308173355
0,5.1344831429079445,3.1338924173298555
2,9.107414642888397,1.8159335702820805
3,2.3167366307895607,0.9528626959323985
2,8.484216342957009,2.228192524602375
4,6.371585197955846,1.4047107092371167
2,2.3630145066427053,6.0274114467805076
3,9.052882661107486,2.035006409835172
1,6.58259132314329,4.245072883202034
3,9.100460735645196,0.23306138178479152
0,1.284776830144233,4.580321363279838
1,1.696748275171276,3.3406716086942314
3,1.2853694942600413,4.828991329435991
4,3.532294479286265,7.437324933398817
3,5.610081427510626,4.438703617408359
2,5.807405129233738,5.307831489555964
0,1.2410729092543316,5.085132672257751
0,8.732946615508958,7.406737932212974
4,7.9976058459843955,4.737461157329311
0,2.2134458213152817,3.4461313066107104
3,1.4253299357383853,1.2007955065117413
4,7.236224848638074,3.5076404794555636
3,2.7144885495819815,0.3981102335698301
3,3.218504869005506,0.30458951347922003
3,8.357665318659304,7.276457112277258
0,4.659538867880486,2.71375139696132
3,7.6487321641396955,3.8244341509415944
4,5.834663943812382,7.454639202115458
3,5.640315838084558,7.718922225783927
1,9.268630701481815,5.6890445523905
2,6.613253444365791,4.662318212528245
1,3.5285479489484786,1.595531714186766
4,9.657562313855856,1.9973222463739315
3,9.29970399218232,6.935518589930446
4,6.392906298372245,4.616232569828395
1,8.646220212245785,2.5701867677492976
2,6.509095056617812,1.990864506659002
2,2.0882942051893973,3.322769034946387
2,8.887325268994566,5.815418529585793
1,8.267794104489283,2.9661348987574394
1,0.23411727512486102,4.205503478615251
4,9.72604973830182,0.057927244706113434
3,1.3623043230621201,2.1582101344805906
2,9.436453858504215,4.728850236271956
3,3.4893559274776162,6.5206904147662375
2,7.0640644217065995,4.354256136847062
0,7.947039504678552,6.4742424429378564
2,6.796814238652527,2.8067273215724136
4,2.371310470274246,2.0660686983298078
0,8.647615537619263,3.6902856991254493
3,6.717530430169382,5.21275059745049
0,9.802067005393226,7.491021979754132
3,6.229298909389005,7.869876420311588
4,3.8028112648047174,0.4475164039434061
4,9.587755248863333,0.6332174106688386
2,2.64292126428383,0.8686265458547897
3,1.220731594669121,7.838328394442733
0,0.4205090535967593,2.541470123175234
1,9.60381394664614,7.2952456896072775
2,8.956558743063031,2.6969709268183015
3,1.7697353344402966,6.242429627560967
4,7.176692813051097,4.191862585302436
0,6.752482880867035,6.690715731312708
0,2.201309901817364,1.094755157547783
2,4.443177107308287,3.6246511533883163
0,5.256179975885081,0.08639866114911321
2,1.2767293984868944,3.923842383699774
2,4.698480490895275,5.5126868241728495
2,8.038412138145675,6.871138055788865
3,8.457167993193428,4.717538433806608
1,9.447330637800476,7.22987652728072
0,4.281057699785684,2.5817914524029746
4,4.301657098529756,7.497121222852274
2,9.686662708660892,5.075528989761417
2,1.030533483520406,0.06045265327832716
2,3.2564362062412187,6.083893642715234
0,4.151774648460361,1.7867346398775625
4,6.066948355561578,6.661995137139858
1,5.672738168732082,3.8371870037216658
3,7.62702955574116,1.9391151708968852
4,0.9528052550202337,2.684428172357678
0,9.536987805059729,7.138945670792249
4,1.0657963440052587,1.1186580627694056
4,2.3229683362711295,2.804930211572077
0,5.535778012621941,7.634425769773971
0,8.314172496356647,5.81324897846363
4,0.07711937036365635,7.098282429827579
2,1.1259852363561451,2.392355272671635
3,2.2118147380505837,6.536022648672412
3,1.3178057661991094,2.815089885985966
3,8.137311103231847,1.54630224995977
4,5.80769460584443,5.213537493958111
0,2.7687470020597296,4.191322180286335
2,0.2515422310222204,7.395465613745536
0,2.646696283242372,4.741400755172164
4,7.000652000572247,7.942871654125334
1,5.136389259615177,2.7751662848369767
4,1.8259217684818607,3.4750782339604918
3,8.325971345953512,1.5425627192548452
0,2.717532510473041,2.939660657236188
4,0.24494439853565364,7.501421594056418
3,2.576844207457847,7.64696395368376
0,6.865890282954467,1.9241321966006213
2,3.5795640413712757,4.339912406323967
1,8.140319114903598,3.5194079018027544
4,0.13688977289994853,2.7699114383941508
4,9.873331817318228,5.213145145594992
4,3.9315345163528956,6.878948546889886
2,2.676673476570268,2.384055832535185
2,3.2701125655358476,7.201131225973964
3,2.149095925770057,2.764456141528708
3,6.366559533272432,4.57306863891887
1,7.838374450072552,3.727303225139276
4,9.487784777044103,2.0298678293396533
4,4.004343893643231,7.192515485631215
2,8.124394580435851,1.3709581081818376
0,4.790778778154978,2.4942553471686315
4,0.7878182761034158,7.462890688458054
4,0.530163080905619,6.053042953469955
2,3.2934012144371483,3.148599660105991
2,7.012745425202991,0.5894465399171809
4,1.9723174519400022,2.5341751137910276
4,4.284884667244754,6.35844112779961
2,0.7770940215278266,5.467078658094303
0,2.1221328372603465,6.763526041758467
4,3.262506625811606,5.799288175964099
3,2.8606010871685648,4.2633304245129375
1,3.0996944026518767,6.169977742731606
3,9.675153532637268,0.3241097867614755
2,0.9730172670752002,2.3073436677848136
2,3.969205427957283,4.991364766229457
4,1.8930229706441837,6.136225845858323
3,2.4469905028613717,0.2842416771607583
0,6.288936802612507,5.6156219773220775
2,4.9141115973773255,0.9204946864265349
4,3.874685970898831,7.560196221727553
3,6.6359559707851545,1.661012501705792
3,4.889471442218774,3.9883863690321117
4,9.564576814018436,0.024414154168057145
3,9.992660857815686,4.521148150647671
1,4.2963591256111915,4.1416416612600395
2,3.437190483732614,4.624143482981386
2,5.949359520251649,7.875734347384081
4,7.565867492973636,1.8488514696856617
4,2.0801269427928224,4.370360979499231
4,1.867361934510634,0.06481388260399701
0,5.044556661509683,7.9617750247573325
4,0.012077276391352365,4.5108739881318085
4,8.445880306545572,3.8877286026942963
2,1.666453716893166,5.969484196397081
1,2.5945539658586805,7.168261751635345
3,2.229383597290365,5.7317885945565195
2,2.1695847687358674,1.9823780780325428
3,1.030372973638305,5.598734359644589
2,8.439952122375443,6.921305372567972
2,6.601290733549215,2.3994992089503917
4,4.350967324294539,6.233179635985807
1,0.13086613121002677,2.5584310944941775
3,1.2342554588405175,7.2670937732112835
4,4.992531247599532,3.4286404578849403
1,6.132197361304024,2.870876973187313
2,1.564239119852272,1.151140208102917
1,2.8704558058372474,7.975873468525924
0,5.60922594015803,0.5845118492872077
3,1.7610964881767688,7.8200998663964905
4,0.41668000499790026,3.2578375974577067
0,7.211747786737109,4.208310518490205
3,3.9539649788097497,7.27718686526982
3,6.002499558808241,0.01412951349236291
2,6.8067579222929355,5.537793766943651
3,1.9081775252771493,6.726584592308029
2,9.867475496707122,4.653068873828113
1,7.714547919810771,2.4089361995704603
2,5.088482577583897,0.13051647258618448
0,3.2617653591215836,4.973939782673616
2,9.671144796744047,4.609123073053713
1,0.4227972352718823,5.879445788021271
4,1.9137496004633625,1.6135532640238122
2,9.891071079976786,0.5672324792841152
1,4.108410248484365,7.581205364797005
0,8.782860574113432,7.4857516279371445
0,7.0299691246639515,5.89666210801616
2,5.733302426635229,1.69577033837768
0,9.55769434277862,1.6865392833063932
1,9.020493257227969,3.666518444090835
2,2.3793539729034405,0.9144516234581506
4,8.771732308705515,2.2822030340453265
2,8.572839002773682,3.8967382454613677
2,3.923950348501497,5.520382185060112
2,2.084760951666922,7.539751991812977
3,1.5029652979801833,2.64985274736972
3,1.0411381874679448,5.228052137099136
4,9.757044689948923,5.053481880526877
3,7.125218350708026,5.0975501778865935
3,6.287790134542426,7.142055196231909
4,1.831737663751658,1.5136861331564937
1,7.62787275077296,4.179856328701473
3,4.27654222652998,1.647978185524063
1,4.572312893331616,4.4934819732375475
3,3.972129290918426,0.8338607005512557
2,6.017653742560007,4.480744070442138
4,5.273207046789369,3.1032731380885057
2,9.251534472919017,1.1836863092178609
1,8.57507103391868,4.828934873782264
3,4.160719857188333,7.989500669902292
4,1.6298855096371434,7.598993283599727
4,9.349624785238115,4.1155711434557185
3,3.471187705638018,0.3090143434935504
2,2.948688624506166,3.67824509685809
3,1.6195050086874052,1.376650617702146
4,7.628148140874652,3.0111029881823796
4,1.1544684664548654,5.8919910691051
0,0.5955537836605085,6.4746042697230655
0,4.540920819027465,6.3641603483021925
3,6.793214827721298,5.185287025179497
2,7.33303313822125,7.79954668436228
1,1.3388016147451032,1.7913098167788188
3,4.903913091640877,5.120468529769706
1,1.7304149454430995,6.381924667198182
1,2.5841818778646686,6.9129753010816355
4,8.26520430456536,5.440119048945364
3,8.376390627445607,6.333817709799199
1,6.294342178395254,6.1872495154540506
3,6.736452795250174,3.671669169843791
3,1.7741365079575588,0.23884761319259873
2,0.9750590828527528,7.881366539241784
1,1.7612573175136115,2.597431806327161
2,5.067552018644204,7.653131557963127
0,7.353477442701337,6.3744788501925695
2,3.1711125275765983,5.2142569650679205
3,8.6807742654563,6.58424161533936
1,4.942487579639207,7.520759914987441
0,8.726292349714647,5.111251483491812
2,7.2884987901057645,3.7753255689420584
3,5.473407186845476,4.456485121516241
0,5.42700135254634,0.5108556580526677
0,0.4294067425285819,1.0121747055283992
3,4.845838136935951,3.381042476974452
3,3.583663501895331,5.950493726729499
4,6.138180287716932,6.226612207019126
2,9.285383794672187,7.0086446374598586
2,4.0323480586309035,2.450062546111373
0,3.8415588634409614,6.680504594284257
2,1.1405084478207062,3.1178583857600444
1,4.4613432578902055,5.673713660580687
3,7.6431311562479864,6.594088562466602
4,4.733615147535689,3.980511807395242
3,3.356926188845729,1.7107985969385977
4,5.03335041414251,2.820926484862891
2,7.952798980381303,2.079359936020258
3,3.156316686586429,0.7155414022778892
4,1.580444554496394,5.907803904945259
